,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33
2017106131,2021/12/05,5中山2,晴,9.0,南総S(3勝クラス),,15.0,4.0,6,50.7,10,14,津村明秀,55,芝1200,良,**,1:08.3,0.9,**,3-3,33.3-34.1,34.8,450(+16),,,マイネルジェロディ,,,,,,,
2017106131,2021/08/14,4新潟1,雨,11.0,稲妻S(3勝クラス),,16.0,5.0,10,9.3,4,6,Ｍ．デム,52,芝1000,稍,**,0:55.8,1.0,**,3,32.9-32.5,33.2,434(-6),,,ジュニパーベリー,,,,,,,
2017106131,2021/07/24,1函館7,晴,11.0,TVh杯(3勝クラス),,12.0,2.0,2,22.0,8,11,横山武史,55,芝1200,良,**,1:09.4,0.9,**,1-1,33.7-34.8,35.7,440(-2),,,ヴェントヴォーチェ,,,,,,,
2017106131,2021/06/27,1札幌6,晴,12.0,HBC賞(2勝クラス),,16.0,8.0,15,22.0,10,1,横山武史,53,芝1200,良,**,1:08.4,-0.1,**,3-3,33.0-35.4,35.2,442(+4),,,(フクノナルボンヌ),1535.7,,,,,,
2017106131,2021/06/12,1札幌1,晴,11.0,大倉山特別(2勝クラス),,16.0,5.0,10,8.4,5,13,横山武史,55,芝1200,良,**,1:09.8,1.2,**,2-1,33.5-35.1,36.3,438(0),,,ブラックダンサー,,,,,,,
2017106131,2021/06/12,1札幌1,晴,11,大倉山特別(2勝クラス),,16,5,10,8.4,5,13,横山武史,55,芝1200,良,**,1:09.8,1.2,**,2-1,33.5-35.1,36.3,438(0),,,ブラックダンサー,,,,,,,
2017106131,2021/04/24,2東京1,晴,9,4歳以上2勝クラス,,16,8,15,94.0,12,15,内田博幸,55,芝1400,良,**,1:21.3,0.9,**,3-5,34.1-34.9,35.4,438(0),,,シャワークライム,,,,,,,
2017106131,2021/04/17,2阪神7,雨,9,千種川特別(2勝クラス),,12,4,4,8.3,3,9,藤岡康太,53,芝1200,重,**,1:10.4,0.9,**,1-1,34.6-34.9,35.8,438(-2),,,ロードベイリーフ,,,,,,,
2017106131,2021/02/07,1中京12,晴,12.0,4歳以上2勝クラス,,13.0,4.0,4,8.6,5,7,三浦皇成,55,芝1200,良,**,1:09.3,0.3,**,1-1,34.0-35.0,35.3,440(-10),,,ウォーターエデン,,,,,,,
2017106131,2020/12/27,5中山8,晴,12.0,ハッピーエンドC(2勝クラス),,16.0,4.0,8,7.4,5,15,横山武史,54,芝1200,良,**,1:11.2,1.5,**,1-1,33.8-35.9,37.4,450(+4),,,アルピニズム,,,,,,,
2017106131,2020/09/05,2札幌7,晴,10.0,札幌スポニチ賞(2勝クラス),,16.0,6.0,12,5.4,4,4,戸崎圭太,53,芝1200,良,**,1:09.2,0.4,**,2-2,33.8-35.0,35.2,446(-8),,,ファーストフォリオ,230.0,,,,,,
2017106131,2020/08/15,2札幌1,晴,9.0,3歳以上1勝クラス,,13.0,8.0,13,3.2,2,1,横山武史,52,芝1200,稍,**,1:09.3,-0.3,**,1-1,33.7-35.6,35.6,454(+10),,,(ナタラディーヴァ),760.0,,,,,,
2017106131,2020/08/01,1札幌3,晴,9.0,礼文特別(1勝クラス),,11.0,7.0,9,3.5,2,2,浜中俊,52,芝1200,良,**,1:08.9,0.1,**,1-1,33.4-35.4,35.5,444(-8),,,ラキ,427.8,,,,,,
2017106131,2020/07/11,4阪神3,曇,12.0,3歳以上1勝クラス,,16.0,1.0,1,4.8,2,15,浜中俊,52,芝1200,重,**,1:13.2,2.4,**,1-1,34.3-36.5,38.9,452(+10),,,ファストフォース,,,,,,,
2017106131,2019/12/22,5阪神8,曇,3.0,2歳未勝利,,16.0,3.0,5,4.5,1,1,中谷雄太,54,芝1200,良,**,1:09.0,-0.3,**,1-1,34.8-34.2,34.2,442(+2),,,(ゴープラチナム),500.0,,,,,,
2017106131,2019/12/15,4中京6,晴,6.0,2歳未勝利,,17.0,8.0,16,3.4,1,4,藤岡康太,54,芝1400,良,**,1:22.6,0.4,**,2-2,34.8-35.2,35.5,440(0),,,シーシーサザン,75.0,,,,,,
2017106131,2019/10/27,3新潟6,雨,1.0,2歳未勝利,,15.0,5.0,8,2.7,1,2,西村淳也,53,芝1400,稍,**,1:23.1,0.2,**,1-1,34.3-36.9,37.1,440(-10),,,メルテッドハニー,200.0,,,,,,
2017106131,2019/10/14,4京都5,曇,5.0,2歳新馬,,18.0,4.0,7,6.5,2,2,Ｍ．デム,54,芝1400,稍,**,1:23.1,0.2,**,6-4,35.2-35.9,35.7,450(0),,,レシステンシア,280.0,,,,,,
2016110126,2022/03/24,船橋,晴,10.0,駿風スプリント,,12.0,6.0,8,3.8,2,1,岡村健司,56,ダ1200,不,**,1:14.0,-0.6,**,5-3-3,36.8-37.2,37.1,524(-12),,,(モズアンビリバボー),270.0,,,,,,
2016110126,2022/01/16,1中京6,晴,12.0,4歳以上2勝クラス,,15.0,6.0,10,81.0,13,11,川須栄彦,57,ダ1400,良,**,1:26.1,0.9,**,11-12,34.2-39.0,38.8,536(+2),,,ゼンノジャスタ,,,,,,,
2016110126,2021/12/12,6阪神4,晴,12.0,夙川特別(2勝クラス),,16.0,5.0,9,30.7,6,15,岩田望来,57,ダ1400,良,**,1:26.4,2.4,**,7-7,34.9-36.6,38.5,534(-6),,,ケイアイドリー,,,,,,,
2016110126,2021/06/12,1札幌1,晴,11.0,大倉山特別(2勝クラス),,16.0,5.0,9,14.4,8,14,吉田隼人,57,芝1200,良,**,1:10.1,1.5,**,14-16,33.5-35.1,35.1,540(0),,,ブラックダンサー,,,,,,,
2016110126,2021/04/24,2東京1,晴,12.0,4歳以上2勝クラス,,16.0,5.0,9,6.0,3,10,内田博幸,57,ダ1400,良,**,1:24.8,0.4,**,14-13,35.1-37.3,36.3,540(+6),,,フィルストバーン,,,,,,,
2016110126,2021/03/28,2中京6,雨,12.0,四日市特別(2勝クラス),,16.0,1.0,1,4.7,3,2,吉田隼人,57,ダ1400,重,**,1:23.9,0.1,**,3-5,35.2-36.3,36.2,534(+6),,,ロードアブソルート,611.2,,,,,,
2016110126,2021/01/11,1中京4,晴,9.0,尾頭橋特別(2勝クラス),,15.0,5.0,9,10.6,5,7,北村友一,57,ダ1400,良,**,1:25.5,1.4,**,1-1,33.8-38.2,39.6,528(0),,,ドウドウキリシマ,,,,,,,
2016110126,2020/12/19,6阪神5,晴,12.0,3歳以上1勝クラス,,16.0,3.0,5,4.7,3,1,北村友一,57,ダ1400,良,**,1:24.3,-0.3,**,2-2,34.8-37.5,37.4,528(-4),,,(タイガーサイレンス),760.0,,,,,,
2016110126,2020/11/29,5阪神9,晴,4.0,3歳以上1勝クラス,,16.0,2.0,4,8.6,4,3,吉田隼人,57,ダ1400,良,**,1:24.9,0.3,**,1-1,35.1-37.4,37.7,532(+10),,,イルミネーター,190.0,,,,,,
2016110126,2020/09/06,2小倉8,雨,12.0,3歳以上1勝クラス,,15.0,8.0,14,19.8,8,12,浜中俊,57,ダ1700,重,**,1:45.6,2.4,**,3-3-2-3,30.1-35.7,38.0,522(-8),,,スマートアリエル,,,,,,,
2016110126,2020/08/16,2小倉2,晴,8.0,3歳以上1勝クラス,,14.0,7.0,12,56.8,10,3,浜中俊,57,ダ1700,良,**,1:46.5,0.6,**,2-2-2-2,30.1-37.6,38.1,530(+16),,,マックス,190.0,,,,,,
2016110126,2020/05/09,3京都5,曇,7.0,4歳以上1勝クラス,,14.0,5.0,7,4.5,3,11,坂井瑠星,57,ダ1200,良,**,1:13.5,1.1,**,10-9,36.2-36.2,35.8,514(0),,,カネコメアサヒ,,,,,,,
2016110126,2020/04/11,2阪神5,晴,8.0,4歳以上1勝クラス,,16.0,3.0,6,18.6,7,3,坂井瑠星,57,ダ1200,良,**,1:13.2,0.5,**,15-14,35.6-37.1,35.7,514(+2),,,ブライトエンパイア,190.0,,,,,,
2016110126,2020/03/29,1中京8,晴,7.0,4歳以上1勝クラス,,18.0,7.0,14,34.4,11,15,北村友一,57,芝1200,重,**,1:11.7,2.3,**,4-4,34.1-35.3,36.9,512(-2),,,カーサデルシエロ,,,,,,,
2016110126,2020/02/01,1小倉5,晴,12.0,小郡特別(1勝クラス),,12.0,6.0,8,6.2,3,12,西村淳也,57,芝1200,稍,**,1:13.6,2.8,**,3-7,34.2-36.6,39.0,514(+6),,,ランドルーラー,,,,,,,
2016110126,2019/10/27,3新潟6,曇,6.0,3歳以上1勝クラス,,18.0,1.0,2,4.3,2,9,西村淳也,54,芝1200,稍,**,1:11.2,0.8,**,4-4,33.9-36.5,36.4,508(+10),,,ショウナンバニラ,,,,,,,
2016110126,2019/04/27,1新潟1,小雨,9.0,ゆきつばき賞(500万下),,16.0,8.0,16,8.1,5,2,坂井瑠星,56,芝1200,重,**,1:10.3,0.3,**,4-3,34.3-35.7,35.5,498(0),,,タマモメイトウ,411.6,,,,,,
2016110126,2019/04/13,2阪神7,晴,6.0,3歳500万下,,16.0,6.0,12,48.5,11,2,坂井瑠星,55,芝1200,良,**,1:09.7,0.3,**,2-2,35.1-34.3,34.5,498(+4),,,ディープダイバー,290.0,,,,,,
2016110126,2019/01/13,1京都4,晴,4.0,3歳500万下,,16.0,3.0,5,30.3,9,16,浜中俊,56,ダ1200,良,**,1:16.5,4.0,**,16-16,35.3-37.2,38.6,494(-4),,,モンペルデュ,,,,,,,
2016110126,2018/12/09,5阪神4,曇,6.0,2歳500万下,,12.0,7.0,9,3.1,1,12,Ｃ．デム,55,ダ1200,良,**,1:26.9,15.0,**,5-12,34.5-37.4,50.7,498(+8),,,ヴァニラアイス,,,,,,,
2016110126,2018/10/27,4京都8,晴,4.0,2歳新馬,,16.0,7.0,14,3.4,1,1,ルメール,55,ダ1200,稍,**,1:13.8,-0.3,**,1-1,37.4-36.4,36.4,490(0),,,(メイショウゼッケイ),700.0,,,,,,
2017103895,2022/04/09,3中山5,晴,10,船橋S(3勝クラス),,16,2,3,73.4,10,10,斎藤新,57,芝1200,良,,1:08.6,0.9,,1-1,33.2-34.5,35.4,496(-2),,,ジュビリーヘッド,,,,,,,
2017103895,2022/02/27,2小倉6,晴,11,下関S(3勝クラス),,18,5,10,25.4,10,18,鮫島良太,57,芝1200,良,**,1:09.5,2.1,**,5-7,33.2-34.2,35.9,498(-2),,,トップオブメジャー,,,,,,,
2017103895,2022/01/08,1中京2,晴,9,鳥羽特別(2勝クラス),,14,6,10,53.3,11,1,斎藤新,57,芝1200,良,**,1:08.2,-0.2,**,1-1,33.9-34.3,34.3,500(+2),,,(メイショウドウドウ),1540.8,,,,,,
2017103895,2021/11/20,5阪神5,晴,12.0,3歳以上2勝クラス,,16.0,1.0,2,21.1,10.0,13,小沢大仁,54,ダ1200,良,**,1:13.8,2.7,**,14-14,34.3-36.8,38.0,498(+12),,,エイシンバッカス,,,,,,,
2017103895,2021/10/16,5新潟3,曇,12.0,飛翼特別(2勝クラス),,18.0,4.0,8,46.7,14.0,9,菱田裕二,57,芝1000,良,**,0:56.0,0.7,**,12,32.9-33.1,33.0,486(+4),,,クルークヴァール,,,,,,,
2017103895,2021/07/18,1函館6,晴,12.0,湯の川温泉特別(2勝クラス),,13.0,4.0,5,60.0,10.0,12,泉谷楓真,57,芝1200,良,**,1:10.3,0.9,**,12-12,34.1-35.3,34.4,482(-12),,,フォイアーロート,,,,,,,
2017103895,2021/06/12,1札幌1,晴,11.0,大倉山特別(2勝クラス),,16.0,4.0,7,23.1,11.0,15,古川吉洋,57,芝1200,良,**,1:10.1,1.5,**,10-10,33.5-35.1,35.4,494(+4),,,ブラックダンサー,,,,,,,
2017103895,2021/04/25,1新潟6,曇,11.0,福島放送賞(2勝クラス),,16.0,1.0,1,8.7,5.0,12,田中健,55,芝1200,良,**,1:10.6,1.0,**,9-9,34.2-35.4,35.1,490(-10),,,ロジーナ,,,,,,,
2017103895,2021/04/11,1新潟2,晴,12.0,直江津特別(2勝クラス),,12.0,3.0,3,58.1,10.0,3,川須栄彦,57,芝1200,良,**,1:09.4,0.0,**,7-7,34.5-34.9,34.4,500(+2),,,ジョニーズララバイ,384.4,,,,,,
2017103895,2021/03/21,1阪神12,曇,9.0,豊中特別(2勝クラス),,13.0,2.0,2,26.4,9.0,10,川須栄彦,57,芝1200,重,**,1:10.9,1.3,**,3-2,34.3-35.3,36.2,498(-4),,,サウンドカナロア,,,,,,,
2017103895,2021/01/16,1小倉1,晴,10.0,小郡特別(2勝クラス),,18.0,7.0,15,22.5,7.0,16,藤岡康太,54,芝1200,良,**,1:09.1,1.7,**,7-8,32.9-34.5,35.5,502(+10),,,タマモティータイム,,,,,,,
2017103895,2020/11/15,5阪神4,晴,12.0,ドンカスターC(2勝クラス),,14.0,6.0,9,7.4,4.0,10,藤岡佑介,54,ダ1200,良,**,1:13.1,1.2,**,14-14,35.1-36.8,36.6,492(+2),,,イッシン,,,,,,,
2017103895,2020/10/24,4京都5,晴,10.0,壬生特別(2勝クラス),,14.0,8.0,14,14.2,6.0,5,藤岡康太,55,芝1200,稍,**,1:11.2,1.2,**,2-2,35.5-34.5,35.5,490(+18),,,エレヴァート,150.0,,,,,,
2017103895,2020/03/14,1中京5,曇,11.0,中スポ賞ファルコンS(G3),,18.0,7.0,15,191.8,15.0,14,荻野琢真,56,芝1400,重,**,1:25.0,3.7,**,5-5,33.8-35.8,38.4,472(-6),,,シャインガーネット,,,,,,,
2017103895,2020/02/29,1阪神1,雨,10.0,マーガレットS(L),,11.0,8.0,11,4.4,3.0,9,川須栄彦,56,芝1200,良,**,1:10.0,0.7,**,3-2,34.4-34.9,35.3,478(+8),,,エレナアヴァンティ,,,,,,,
2017103895,2019/12/21,5中山7,曇,9.0,クリスマスローズS(OP),,14.0,6.0,10,3.6,2.0,4,川須栄彦,56,芝1200,良,**,1:09.2,0.3,**,5-4,33.5-35.4,35.1,470(-2),,,ケープコッド,240.0,,,,,,
2017103895,2019/11/10,3福島4,晴,10.0,福島2歳S(OP),,14.0,8.0,13,6.5,4.0,1,川須栄彦,55,芝1200,良,**,1:10.3,-0.2,**,3-2,34.1-36.2,35.9,472(0),,,(カイルアコナ),1630.8,,,,,,
2017103895,2019/09/28,4中山8,曇,9.0,カンナS(OP),,12.0,3.0,3,2.7,1.0,2,石橋脩,54,芝1200,良,**,1:08.9,0.1,**,1-1,33.9-34.9,35.0,472(+4),,,アルムブラスト,647.4,,,,,,
2017103895,2019/09/01,2小倉12,曇,11.0,小倉2歳S(G3),,14.0,2.0,2,9.7,5.0,6,浜中俊,54,芝1200,重,**,1:10.8,0.3,**,2-1,33.7-36.8,37.0,468(-6),,,マイネルグリット,,,,,,,
2017103895,2019/07/06,3中京3,曇,1.0,2歳未勝利,,9.0,8.0,9,4.6,3.0,1,斎藤新,51,芝1200,重,**,1:09.6,-0.2,**,1-1,34.7-34.9,34.9,474(0),,,(ミーアシャム),500.0,,,,,,
2017103895,2019/06/15,3阪神5,曇,1.0,2歳未勝利,,7.0,4.0,4,,,除,斎藤新,51,芝1400,稍,**,,,**,,35.6-35.3,,計不,,,レジェーロ,,,,,,,
2017103895,2019/06/01,3阪神1,晴,5.0,2歳新馬,,6.0,6.0,6,15.7,4.0,4,藤岡康太,54,芝1600,良,**,1:38.7,2.2,**,2-2,36.6-34.9,37.1,474(0),,,リアアメリア,110.0,,,,,,
2018105595,2022/03/12,2中山5,晴,10.0,アクアマリンS(3勝クラス),,15.0,3.0,6,22.7,7,15,三浦皇成,53,芝1200,良,**,1:09.4,1.5,**,2-2,33.0-34.9,36.2,466(+10),,,チェアリングソング,,,,,,,
2018105595,2021/10/10,5新潟2,晴,11.0,北陸S(3勝クラス),,18.0,7.0,14,24.8,10,4,木幡初也,53,芝1200,良,**,1:08.6,0.0,**,3-3,33.4-35.2,35.0,456(+2),,,シセイヒテン,270.0,,,,,,
2018105595,2021/09/05,4新潟8,晴,9.0,飯豊特別(2勝クラス),,14.0,8.0,13,55.8,9,1,木幡初也,53,芝1200,良,**,1:09.8,0.0,**,2-2,34.9-34.9,34.7,454(+2),,,(アヴェラーレ),1532.9,,,,,,
2018105595,2021/07/31,1函館9,晴,10.0,美利河特別(2勝クラス),,15.0,8.0,15,18.3,9,12,団野大成,52,芝1200,良,**,1:09.3,0.9,**,1-1,33.2-35.2,36.1,452(+6),,,ナイントゥファイブ,,,,,,,
2018105595,2021/06/12,1札幌1,晴,11.0,大倉山特別(2勝クラス),,16.0,1.0,2,5.9,2,16,勝浦正樹,52,芝1200,良,**,1:11.1,2.5,**,1-2,33.5-35.1,37.6,446(+8),,,ブラックダンサー,,,,,,,
2018105595,2021/02/27,1阪神5,晴,10.0,マーガレットS(L),,11.0,8.0,10,7.4,5,11,岩田望来,54,芝1200,良,**,1:10.0,1.5,**,3-3,33.0-35.5,36.6,438(-2),,,アスコルターレ,,,,,,,
2018105595,2021/01/16,1中京5,曇,10.0,紅梅S(L),,11.0,6.0,7,7.7,4,7,田中勝春,54,芝1400,良,**,1:22.1,1.5,**,1-1,33.5-35.6,37.1,440(+2),,,ソングライン,,,,,,,
2018105595,2020/12/12,5中山3,曇,9.0,黒松賞(1勝クラス),,16.0,6.0,11,27.4,6,1,田中勝春,54,芝1200,良,**,1:08.9,-0.4,**,1-1,33.6-35.3,35.3,438(-16),,,(ラヴケリー),1047.1,,,,,,
2018105595,2020/10/22,門別,曇,9.0,JRA認定ウィナーズ(OP),,7.0,3.0,3,2.9,1,2,落合玄太,54,ダ1200,稍,**,1:13.6,0.3,**,1-1,0.0-38.2,38.5,454(+8),,,グロリアスルカ,44.0,,,,,,
2018105595,2020/09/22,門別,晴,6.0,日高町「門別ししゃも(OP),,6.0,3.0,3,4.9,2,1,石川倭,54,ダ1000,稍,**,1:00.6,-0.1,**,2-2,0.0-36.9,36.6,446(+2),,,(トンデコパ),100.0,,,,,,
2018105595,2020/08/25,門別,曇,8.0,スピネル特別(OP),,5.0,6.0,6,4.5,3,3,落合玄太,54,ダ1000,良,**,1:02.2,0.4,**,3-3,0.0-38.3,38.4,444(-2),,,セカイノホシ,15.0,,,,,,
2018105595,2020/08/12,門別,晴,12.0,フルールカップ〔H3(G),,12.0,5.0,5,51.2,11,7,松井伸也,54,ダ1000,良,**,1:01.4,1.7,**,6-7,0.0-36.4,36.9,446(+12),,,マーサマイディア,,,,,,,
2018105595,2020/07/02,門別,雨,8.0,JRA認定アタックチ(未勝利),,8.0,5.0,5,12.0,5,1,井上俊彦,54,ダ1000,不,**,1:00.9,-0.6,**,2-2,0.0-37.4,37.2,434(-2),,,(ロンギングベイビー),100.0,,,,,,
2018105595,2020/06/17,門別,晴,5.0,JRA認定アタックチ(未勝利),,8.0,1.0,1,3.7,2,3,井上俊彦,54,ダ1000,良,**,1:04.0,1.9,**,3-4,0.0-37.3,38.9,436(-4),,,スマイルキューティ,15.0,,,,,,
2018105595,2020/06/04,門別,晴,1.0,JRA認定アタックチ(未勝利),,12.0,6.0,8,48.3,10,2,井上俊彦,54,ダ1200,良,**,1:17.0,0.3,**,2-1,0.0-40.9,41.2,440(+6),,,デジタルシティ,20.0,,,,,,
2018105595,2020/05/13,門別,晴,4.0,JRA認定フレッシュ(新馬),,8.0,5.0,5,3.2,2,4,落合玄太,54,ダ1000,良,**,1:03.3,2.0,**,1-1,0.0-37.9,39.9,434(0),,,ハートプレイス,20.0,,,,,,
2016104410,2022/02/06,1中京12,晴,9.0,トリトンS(3勝クラス),,10.0,8.0,9,105.1,10,7,藤井勘一,55,芝1400,稍,**,1:21.5,0.3,**,4-4,34.5-35.3,34.7,470(+6),,,ビップウインク,,,,,,,
2016104410,2021/12/04,6中京1,曇,11.0,飛騨S(3勝クラス),,18.0,7.0,15,36.6,14,9,川又賢治,51,芝1400,良,**,1:21.1,0.4,**,10-10,34.2-35.1,34.5,464(+8),,,イーサンパンサー,,,,,,,
2016104410,2021/10/24,4阪神6,曇,10.0,元町S(3勝クラス),,14.0,1.0,1,61.9,10,7,Ｍ．デム,55,芝1600,良,**,1:34.1,0.7,**,4-4,36.5-33.5,33.7,456(-6),,,エアファンディタ,,,,,,,
2016104410,2021/09/04,2札幌7,晴,12.0,日高S(3勝クラス),,14.0,3.0,4,107.7,13,7,川又賢治,55,芝1500,良,**,1:29.0,0.4,**,4-4-6,29.4-35.9,35.9,462(-10),,,ファーストフォリオ,,,,,,,
2016104410,2021/08/28,2札幌5,晴,11.0,オホーツクS(3勝クラス),,15.0,2.0,2,55.9,12,14,川又賢治,55,芝2000,良,**,2:02.8,1.4,**,1-1-1-2,35.6-35.4,36.8,472(+6),,,アンティシペイト,,,,,,,
2016104410,2021/08/01,1函館10,雨,11.0,クイーンS(G3),,12.0,6.0,7,59.1,11,12,川又賢治,55,芝1800,良,**,1:49.0,1.2,**,7-7-9-11,35.8-36.0,36.5,466(+10),,,テルツェット,,,,,,,
2016104410,2021/06/12,1札幌1,晴,12.0,HTB賞(2勝クラス),,11.0,1.0,1,35.0,10,1,川又賢治,50,芝1800,良,**,1:46.9,-0.1,**,1-2-4-3,36.3-34.7,34.4,456(+4),,,(プライムフェイズ),1524.5,,,,,,
2016104410,2021/03/20,1阪神11,曇,9.0,淡路特別(2勝クラス),,14.0,5.0,8,114.7,13,14,川又賢治,51,芝2600,良,**,2:41.1,5.3,**,2-2-2-4,33.9-35.5,40.7,452(+2),,,ディバインフォース,,,,,,,
2016104410,2021/01/16,1小倉1,晴,12.0,響灘特別(2勝クラス),,15.0,2.0,3,59.8,10,15,団野大成,55,ダ1700,稍,**,1:48.8,3.7,**,3-3-4-10,29.7-38.0,41.2,450(-10),,,モズレジーナ,,,,,,,
2016104410,2020/09/20,4中山4,曇,10.0,御宿特別(2勝クラス),,13.0,6.0,9,28.9,10,12,石橋脩,55,芝1600,良,**,1:35.9,1.3,**,2-2-2,35.3-36.6,37.7,460(-2),,,グレイシア,,,,,,,
2016104410,2020/07/26,2新潟2,曇,9,糸魚川特別(2勝クラス),,9,4,4,55.2,8,9,松山弘平,55,芝1800,良,**,1:46.8,1.5,**,1-1,35.8-33.4,34.9,462(-6),,,レイパパレ,,,,,,,
2016104410,2020/07/04,2福島1,曇,10,松島特別(2勝クラス),,13,2,2,28.1,8,12,石橋脩,55,芝1800,重,**,1:49.9,1.6,**,3-3-3-7,36.5-35.1,36.4,468(+20),,,ミスニューヨーク,,,,,,,
2016104410,2020/05/02,1福島7,晴,11.0,福島放送賞(2勝クラス),,15.0,8.0,14,25.2,8,7,団野大成,55,芝1800,良,**,1:48.6,1.0,**,2-2-2-2,36.4-34.7,35.6,448(+10),,,カフジジュピター,,,,,,,
2016104410,2020/02/23,1小倉12,晴,7.0,4歳以上1勝クラス,,14.0,5.0,7,9.1,5,1,団野大成,52,芝1800,良,**,1:50.5,-0.1,**,1-1-1-1,37.6-35.5,35.5,438(-4),,,(イルマタル),760.0,,,,,,
2016104410,2020/02/16,1小倉10,曇,7.0,4歳以上1勝クラス,,13.0,5.0,6,6.1,3,6,団野大成,52,芝2000,重,**,2:06.8,0.5,**,2-2-1-1,36.4-38.6,39.1,442(-6),,,ゲンティアナ,,,,,,,
2016104410,2020/01/06,1京都2,晴,7.0,4歳以上1勝クラス,,15.0,3.0,4,46.9,11,5,団野大成,51,芝2000,良,**,2:03.3,0.5,**,2-3-5-8,36.3-36.0,36.0,448(+2),,,キングオブコージ,76.0,,,,,,
2016104410,2019/10/19,3新潟3,雨,8.0,3歳以上1勝クラス,,18.0,6.0,11,14.4,6,17,中谷雄太,53,芝1600,稍,**,1:37.6,1.8,**,13-13,35.8-35.5,36.3,446(-6),,,キャンディストーム,,,,,,,
2016104410,2019/09/29,4阪神9,晴,7.0,3歳以上1勝クラス,,18.0,6.0,12,26.5,8,4,斎藤新,50,芝1400,良,**,1:21.0,0.5,**,7-8,33.9-34.8,34.6,452(-6),,,ドナウデルタ,110.0,,,,,,
2016104410,2019/07/06,3中京3,曇,8.0,3歳以上1勝クラス,,16.0,4.0,7,9.3,5,12,北村友一,52,芝1600,稍,**,1:35.9,1.7,**,2-2-2,34.7-35.7,36.8,458(+12),,,ブランノワール,,,,,,,
2016104410,2019/05/12,3京都8,晴,6.0,3歳500万下,,8.0,8.0,8,11.0,5,3,アヴドゥ,54,芝1600,良,**,1:34.1,0.4,**,5-5,35.8-33.9,33.8,446(+10),,,クロウエア,180.0,,,,,,
2016104410,2019/03/10,1阪神6,小雨,4.0,3歳未勝利,,16.0,3.0,5,9.4,3,1,石橋脩,54,芝1400,良,**,1:22.5,0.0,**,2-2,35.6-35.0,34.9,436(-2),,,(アレス),500.0,,,,,,
2016104410,2019/02/10,2京都6,晴,5.0,3歳未勝利,,16.0,1.0,2,4.0,2,5,川田将雅,54,芝1600,良,**,1:36.4,0.5,**,4-4,34.3-37.4,37.3,438(-6),,,マルモネオフォース,50.0,,,,,,
2016104410,2018/12/22,5阪神7,曇,4.0,2歳未勝利,,16.0,3.0,6,6.1,3,4,Ｃ．デム,54,芝1400,稍,**,1:23.9,0.9,**,9-7,35.1-36.2,36.2,444(-4),,,ランスオブプラーナ,75.0,,,,,,
2016104410,2018/11/24,5京都7,晴,5.0,2歳新馬,,16.0,7.0,14,4.1,1,3,Ｃ．デム,54,芝1400,良,**,1:22.5,0.6,**,6-7,35.0-35.2,34.9,448(0),,,ラフェリシテ,180.0,,,,,,
2017105198,2021/07/25,1函館8,晴,9.0,北海ハンデキャップ(2勝クラス),,12.0,3.0,3,5.6,3,4,藤岡佑介,56,芝2000,良,**,2:00.2,0.3,**,8-8-8-9,35.9-36.4,36.0,468(0),,,エンデュミオン,230.0,,,,,,
2017105198,2021/07/03,1函館1,晴,12.0,洞爺湖特別(2勝クラス),,11.0,1.0,1,5.8,3,2,藤岡佑介,57,芝1800,良,**,1:47.2,0.2,**,5-4-4-4,35.2-35.4,35.1,468(+12),,,サトノセシル,607.6,,,,,,
2017105198,2021/06/12,1札幌1,晴,12.0,HTB賞(2勝クラス),,11.0,6.0,6,6.3,3,2,藤岡佑介,54,芝1800,良,**,1:47.0,0.1,**,7-8-7-5,36.3-34.7,34.3,456(-12),,,マイエンフェルト,607.0,,,,,,
2017105198,2021/03/13,1阪神9,晴,12.0,4歳以上2勝クラス,,11.0,2.0,2,14.3,6,7,西村淳也,57,ダ2000,重,**,2:05.7,1.2,**,1-1-1-2,35.7-37.6,38.8,468(0),,,スコルピウス,,,,,,,
2017105198,2021/02/13,1東京5,晴,9.0,箱根特別(2勝クラス),,11.0,4.0,4,18.0,5,6,福永祐一,56,芝2400,良,**,2:25.5,1.3,**,2-2-2-2,35.8-34.4,35.7,468(+8),,,ハーツイストワール,,,,,,,
2017105198,2020/11/22,5阪神6,晴,9.0,甲東特別(2勝クラス),,8.0,5.0,5,20.6,6,5,北村友一,56,芝1600,良,**,1:34.5,0.9,**,4-4,35.9-34.0,34.0,460(+4),,,ライティア,150.0,,,,,,
2017105198,2020/06/20,3阪神5,晴,9.0,小豆島特別(2勝クラス),,10.0,7.0,7,5.0,2,7,岩田望来,54,芝1600,良,**,1:35.2,1.4,**,4-4,34.4-36.0,36.9,456(0),,,シャイニーロック,,,,,,,
2017105198,2020/05/31,3京都12,曇,11.0,白百合S(L),,8.0,1.0,1,4.6,2,5,岩田望来,56,芝1800,良,**,1:49.4,0.5,**,3-4,36.7-34.4,34.6,456(+2),,,ヒュッゲ,200.0,,,,,,
